,text,label
1174,Skydance Media and Mattel to Develop Matchbox Live-Action Motion Picture  https://t.co/pSagavrJ8s  https://t.co/EpLVKP4qGy,2
10925,China moved to quash a revolt among homeowners who have threatened to renege on mortgages on unfinished properties  https://t.co/ho7yi1bj0T,14
14046,$WIRES: On The Wires  https://t.co/f6738k72Dh,18
16795,$NOVN - Novan pays off $16.5M in outstanding promissory note related to EPI Health acquisition  https://t.co/XktyabvAc6,3
13705,"While Democratic negotiators wrangle over a fresh plan to boost taxes on the wealthy and corporations, one levy is walloping everybody: inflation...  https://t.co/Q41uMh5Bia",16
403,LISTEN NOW: Netflix names Microsoft as its partner to serve ads. What could it mean for both companies? Listen and follow the @CNBCTheExchange podcast here or on your favorite podcast platform:  https://t.co/cZvIn33eF7  https://t.co/lW8NdoNeSr,2
11563,The US will consume less gasoline from July through October than previously thought as pump prices remain historically high  https://t.co/4uydNoPLe3,14
13305,Could the Republican Party be compared to the Taliban in regard to women's rights policies?  Attorney and women's rights activist @GloriaAllred discusses with @EmmaBarnett  https://t.co/9rSj7toLOG  https://t.co/ivmJHa2234,16
1023,T-Mobile Gives Customers ViX+ on Us  https://t.co/otTbGVlrMD  https://t.co/XWK1XXDh2p,2
13724,MARIO DRAGHI HEADS TO MEETING WITH PRESIDENT TO OFFER RESIGNATION,16
14957,YTD % CHANGE  $XOP +69.69% $VIX +61.15% $XLE +59.84% $OIH +57.41% $XES +52.68% $CGMFX +10.06% $GLD +2.09%,18
8556,@Ram3069 it is a level of interest which might become resistance,9
11650,"India’s wholesale inflation eased from a three-decade high in June, amid some softening in prices of global commodities including crude and edible oils that are key imports for the nation  https://t.co/AJJipcHjRq",14
13210,".@KevCirilli on the CHIPS Act: ""One of the crosshairs are these guardrails that are going to be put in place against China to encourage chip production made here in the United States. This would also potentially expand the regulatory role of the commerce secretary.""  https://t.co/CoisvN4MRr",16
1902,Resaphene Suisse AG: FDA Approval Process for Tinnitus Therapy Tinniwell Continues  https://t.co/XksAact5Yg  https://t.co/X2YGSr07YC,2
9327,The European Union launched a probe against Hungary over a fuel-price cap that only applies to those with local license plates  https://t.co/oViONItqBm,12
13990,$OXY $RH $NN $FIZZ...,18
2866,$EVFM - Evofem announces peer-reviewed publication on birth control method  https://t.co/FDOTbALkds,2
5836,The UAE aims to continue using its hydrocarbon wealth to attract international investors as the Persian Gulf state aims to expand its economy and prepare for a post-oil age  https://t.co/njBuPo4Gbx,6
2811,$ACLS - Axcelis expands manufacturing capacity at Korea operations center  https://t.co/AnQm3wNV2M,2
15064,$AFRM - Affirm: Borrow-Now-Pay-Later With $1.4B Of Cash Burn.  https://t.co/RmT11HORGF #business #trading #investing,18
11405,The number of US homes for sale increased for the first time in three years  https://t.co/2sngEtiYGs,14
10643,GERMANY TO TIGHTEN LEGISLATION ON GAS STORAGE LEVELS - DRAFT,14
11111,"- IMF Cuts US 2022 GDP Growth Forecast To 2.3% VS June Est. 2.9% - Raises 2022 US Jobless-Rate Est. To 3.7% VS 3.2% In June - Cuts US GDP, Raises Jobless Forecasts On Inflation Risks",14
170,"$HQY $MDRX - Goldman Sachs initiates HealthEquity with sell rating, Allscripts Healthcare with neutral  https://t.co/A78piQ9672",0
2126,Betacom Builds Strong Momentum in 2022 with Rapidly Multiplying Customer Deployments and Industry Accolades  https://t.co/gbQFRfPTAd  https://t.co/nzdjyO06oL,2
997,Run the Jewels &amp; Brooklyn Brewery’s New Craft Beer Collaboration Launches  https://t.co/EXqxjQnRW1  https://t.co/EJFOjTjQN2,2
16068,$LGVN added a few more shares..... market makers shaking out weak hands before a huge catalyst later this month. Abstract Presentation at the Alzheimer’s Association International Conference  https://t.co/lFbc4SAW6e,19
12842,LIVE: White House Covid-19 Response Team and public health officials hold briefing.  https://t.co/fsnfuvN2y6,16
11201,"Applications for US state unemployment insurance rose for a third week to the highest since November as more companies announce job cuts, suggesting some softening in an otherwise solid labor market  https://t.co/RGXwbmW7pz",14
5730,Brazilian investors have trimmed their commodity wagers on growing odds of a global economic downturn  https://t.co/TeaH044pso,6
12529,SeekOut Hires Qualtrics Executive Claire Fang as Chief Product Officer to Drive New Enterprise Talent Optimization Solution  https://t.co/2T1DtsWmNS,17
3486,"Boeing is grappling with shortages of engines, semiconductors and other parts, with hiccups seemingly changing by the month and disruptions far from being resolved  https://t.co/SmdEUCF64n",2
16224,$AMZN - Amazon stock pops as analysts applaud record Prime Day sales  https://t.co/ZS1XjMx71b,19
2344,Disney is jumping into the crypto world  https://t.co/awGzlfkwhN,2
2452,FDA authorizes Novavax's COVID-19 vaccine for adults 18 and older  https://t.co/obqWw4yW17,2
885,CommScope Collaborates with Microsoft to Advance Industrial Manufacturing with Private Wireless Network Solution  https://t.co/2J2AaA5kT0  https://t.co/jbYv44rVfS,2
15600,$AVB $WPC - Beat Inflation With Real Estate: W.P. Carey And AvalonBay.  https://t.co/FPw8xQUeFk #markets #trading #economy,18
3042,"KFC is testing a new white meat chicken nugget in select locations around Charlotte, North Carolina. Yahoo Finance reporter @BrookeDiPalma traveled to the Colonel's Headquarters in Louisville, Kentucky to sample the new offering.  https://t.co/rD1hrCTyiW",2
8501,Property developers bet on City of London’s appeal with new towers  https://t.co/lKLtRbflPu,9
1262,"Thread Group Opens Access to Third Evolution of its Wireless Networking Protocol, Enabling Matter, Improving Seamless Connectivity in Smart Homes and Buildings  https://t.co/RKh4JfWN26  https://t.co/6M4coOn0Bo",2
2345,Kohl's is really trying to jazz up its stores  https://t.co/HFh5IRCq2c,2
14888,RECAP 7/14 +Pos Comments: $DG + Gordon Haskett  RECAP 7/14 -Neg Comments: $WDFC - BWS Financial  Live Breaking trading news  https://t.co/yChRCnTfJV,18
9806,$GSMG (halted pre) Glory Star Enters into a Definitive Agreement for Going-Private Transaction ($1.55/sh cash)   https://t.co/ONPTEEJcl5,13
14130,$COST chart to go with all my yammering today  https://t.co/qG2ZThABBO,18
11568,"Rice production is under threat in parts of Asia from higher fertilizer costs at a time when demand is increasing, posing a potential risk to food security and efforts to contain inflation  https://t.co/581HvZpxEf via @markets",14
7581,"Temperatures in the UK are set to hit a record Tuesday as a heat wave disrupts travel, schools and business, and poses a risk to lives across the country  https://t.co/lcHyeedzfE",9
11395,Goldman Sachs downgrades its forecast for China’s full-year economic growth to 3.3% from 4% after official data showed GDP expanded at a slower pace than economists expected in the second quarter  https://t.co/IqsaAHmuxZ,14
7083,$SYF - Synchrony Financial Q2 earnings top consensus as consumer spending continues  https://t.co/Q1dZpoXH8p,7
12188,#5Things  -Netflix rallies  -Tighter Fed policy  -Gas pipeline to restart  -Stocks rise  -Coming up...  https://t.co/qPT1eLohFW  https://t.co/TR7aQpK8gL,15
820,BiOWiSH Technologies and SABIC Agri-Nutrients Company Announce Bio-Enhanced Mineral Fertilizer Collaboration  https://t.co/gp6lkKkD3b  https://t.co/qIAjs7rtSk,2
4338,Netflix earnings reports during the pandemic have been nightmares for investors  https://t.co/TZ6EItfFvO,5
13012,Italy's Draghi resigns after key coalition allies boycott confidence vote  https://t.co/WAKFJgntJY,16
383,"There’s an EV revolution sweeping the world, but India is lagging behind. So, can Tesla succeed in India? Watch the full video here:  https://t.co/lcUjJt9kz0  https://t.co/ZDYxrQtDUA",2
5673,$WMB - The Williams Companies Increases Service To LNG Export Market.  https://t.co/TLWNDdJyva #trading #finance #economy,6
16857,China holdings of U.S. debt fall below $1 trillion for the first time since 2010 - CNBC   https://t.co/SLbPDKcism,3
10983,"Spain to impose temporary taxes on banks, power companies, PM says   https://t.co/sQlXZPP3aP",14
14375,"$ILAG huge reversal today..... no position for me, just watching  https://t.co/D3446BvtHz",18
4155,$PZRIF - Pizza Pizza Royalty declares $0.0675 dividend  https://t.co/lrfCOMoskP,4
6080,China’s Central Bank Keeps Benchmark Rates Despite Rising Risks  https://t.co/srquwYIzre,1
3031,"New studies are raising questions about Pfizer’s antiviral drug Paxlovid, especially regarding its effectiveness in lower-risk patients and whether the coronavirus could become resistant to it  https://t.co/bFdtvX5SpN",2
8208,"Iranian authorities appear to have begun a new crackdown on government critics, arresting a prominent reformist politician and award-winning filmmakers who’ve spoken out against state corruption  https://t.co/9gSEXWCRok",9
13689,"Mario Draghi is expected to declare whether he’s willing to continue as PM in the Italian government with his fractious coalition or if he’ll quit, throwing the country into political chaos  🚨 Tune in at 2 p.m. CET for a discussion in #ThePoliticsSpace   https://t.co/uzYwjvrr76",16
13440,"The Justice Department’s investigation into efforts by Trump and his allies to overturn the 2020 election results won’t be deterred if the former president declares his intention to run again, Deputy Attorney General Lisa Monaco said  https://t.co/6bFyfP9hhX",16
835,"ADM, Farmers Business Network to Expand Sustainable AgTech Platform  https://t.co/tsHeo04Ggw  https://t.co/6dovqZDMDM",2
6592,Canada's export credit agency is targeting a 15% cut to its financing portfolio for upstream oil and gas production by 2030 (via @climate)  https://t.co/sbloHeML28,1
5942,World Bank President David Malpass says a lack of progress by the largest economies to reduce the debt burden of the poorest nations as borrowing costs rise will cause worsening poverty rates and instability  https://t.co/pwB0zAMXfM,1
15847,"Twitter shares fell after Elon Musk walked away from his $44 billion deal to buy the company, setting the scene for a disruptive legal battle.   @EdLudlow reports on Bloomberg Television  https://t.co/fB4mKg8DRr  https://t.co/aNkqRvndVM",19
647,"$GD: General Dynamics' Land Systems has been awarded a competitive award worth up to $280,112,700 to procure Trophy...  https://t.co/9gpJI8RkuA",2
2972,RIO TINTO LTD - QTRLY PILBARA IRON ORE SHIPMENTS (100% BASIS) 79.9 MT VS 76.3 MT AS REPORTED LAST YR  RIO TINTO LTD - QTRLY PILBARA IRON ORE PRODUCTION (100% BASIS) 78.6 MT VS 75.9 MT AS REPORTED LAST YR,2
3783,Exercise equipment maker Peloton said it will cease to manufacture its bike and tread products in-house and hire a third-party manufacturer in an effort to simplify its supply chain and optimize its cost structure  https://t.co/d6quME24uP $PTON,2
676,$NUTX: Nutex Health provides update on growth strategy  https://t.co/M8f5WDscVp,2
10931,"Global talks to reshape corporate tax rules are taking longer than planned, and negotiators fear that the delay until mid-2023 could sink the proposal   https://t.co/GUblCKfr8O",14
16537,$AMZN (-0.9% pre) Amazon offers concessions as it looks to settle with European Commission - SA   https://t.co/NkMxNsiR5j,19
4715,Lazard to Announce Second-Quarter and First-Half 2022 Results  https://t.co/btl7gPYWGG  https://t.co/0cksNA3Dw0,5
2196,ABB and Red Hat Partner to Deliver Further Scalable Digital Solutions Across Industrial Edge and Hybrid Cloud  https://t.co/PDDPPkFPaw  https://t.co/dOWM57gacf,2
1093,Senet and IotaComm Partner to Deliver Advanced Wireless Networks for Smart Infrastructure Sensors  https://t.co/Vss7RLS0dB  https://t.co/eHDTyKC0ER,2
1731,"Modern Mixer Debuts Shaken, Not Stirred with Jeffrey Court’s Latest Collection  https://t.co/vhiE0hLSIO  https://t.co/WOUBxbWPEP",2
15557,$KAR - KAR Auction Services: 'New' KAR On Offer At A Bargain Price.  https://t.co/o8smZhMpo0 #economy #finance #investing,18
512,$SKYT: SkyWater Technology plans to build a $1.8 bln U.S. semiconductor R&amp;D and production facility in Indiana...  https://t.co/mPcUkn248G,2
2523,$UL - Unilever Food Solutions recalls Knorr soup mix over undeclared milk allergen  https://t.co/t3yDPNOVgH,2
8233,"A city in one of the Chinese steel hubs, Wugang, is being shut down for three days after a single Covid-19 infection was found there  https://t.co/EurnqOl5pW",9
12044,Montréal Exchange is pleased to announce the launch of six new total return sector index futures!   For more details:  https://t.co/qNfd2EPlHT  #totalreturnsectorindexfutures #financialmarkets @MtlExchange  https://t.co/UFrJyEeM5f,15
7426,"Cryptocurrencies have enough juice now to influence inflation, housing and the labor market  https://t.co/UQRIyeTftJ via @opinion",9
2648,$AMLX - Amylyx partners with Sunnybrook Research to identify neurodegenerative disease candidates  https://t.co/c9RgY9nQVo,2
15168,$AXS $AXS.PE - AXIS Capital: Quality Reinsurance Play At A Reasonable Price.  https://t.co/OOkZJIJUue #stockmarket #finance #trading,18
11339,Moody’s chief economist says he’s never seen so many people convinced that a recession is imminent  https://t.co/k6Wmc78ybO,14
11861,Choppy start to the day with mixed buying interest $SPY $QQQ $DIA $SPX $COMPQ $DJIA $XLE $XLV $XLK $XLF $XLB $XLI $MGK $RSP $CL_F $MSFT $AMZN $RUT $SOXX  https://t.co/LzEmmlQJhI #economy #stockmarket,15
656,$TRUE: TrueCar announced the nationwide expansion of the company's home delivery program for select used vehicles on...  https://t.co/qE6VzM1dDt,2
800,"“Nasdaq’s robust second quarter results and continued top-line growth demonstrate the importance of our diverse and distinctive offerings to our clients, even during challenging market environments,"" said @adenatfriedman, @Nasdaq President and CEO.  https://t.co/esRMF4oj30",2
16353,$TSLA rises 2% in after hours trading after meeting Q2 Street expectations  https://t.co/JVVUyheVtp  https://t.co/jJE7eIvdFu,19
15178,Ensemble Capital Management - Netflix: Not A Fad.  https://t.co/HUxw8FOHQ8 #markets #stockmarket #business,18
10679,UK'S ZAHAWI: PUBLIC SECTOR PAY SETTLEMENTS WILL NOT MAKE INFLATION PRESSURES WORSE,14
6035,LATEST: Singapore’s central bank unexpectedly tightens monetary policy as it tries to cool inflation that's hit a near 14-year high  https://t.co/MjZ3TcrkQu  https://t.co/2aFdGjVasD,1
5511,U.S. WTI FUTURES TURN NEGATIVE,6
10745,SINGAPORE GROSS DOMESTIC PRODUCT (YOY) (Q2) ACTUAL: 4.8% VS 3.7% PREVIOUS; EST 5.2%,14
9109,"INVESTOR ALERT: Outset Medical, Inc. Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit - OM  https://t.co/ANiIuX4Zwr  https://t.co/fjD7itCQei",12
10256,"Germany is at risk of losing almost 5% of economic output if Russia shuts down supplies of natural gas to the country, the IMF warns  https://t.co/7wJZvrcaXF",14
13838,$WIRES: On The Wires  https://t.co/KeQQULNHwR,18
6306,BoJ: Expects Short- And Long-Term Policy Rates To Remain At 'Present Or Lower' Levels,1
13394,The UK government will be able to force regulators to review their decisions under powers introduced in legislation intended to boost the international competitiveness of the City of London  https://t.co/I0WLyyFdaC,16
11232,"India may allow sugar mills to export more than previously permitted to help them prevent contract defaults, sources say  https://t.co/zOCkdvTqGv",14
8419,"New York’s first retail licenses to sell recreational cannabis will go to applicants who were convicted of marijuana-related offenses before recreational pot was legalized, or whose relatives were found guilty of a crime connected to pot  https://t.co/CjjZl0jKDQ",9
11465,"Bank of America economists forecast a “mild recession this year” in the US, saying services spending is slowing and high inflation is spurring consumers to pull back  https://t.co/fo3fyuzfI6",14
6742,"$XM: Qualtrics misses by $0.04, beats on revs; guides Q3 EPS below consensus, revs in-line; guides FY22 EPS below...  https://t.co/E0vOPgLTJ4",7
1634,Xtrackers (IE) plc UK Regulatory Announcement: Net Asset Value(s)  https://t.co/9cHFom76lM  https://t.co/aQFCiOIAie,2
7983,These are the best and worst countries for remote working  https://t.co/nfbkeYG9Up,9
1197,Health Care Software Provider GoMeyra Announces Partnership with Visit Healthcare  https://t.co/21Rb5uqIqd  https://t.co/zC5Nt6SQLQ,2
8275,Water is pouring into the House of Commons chamber through the ceiling because of a leak  https://t.co/KZOdSkm6RA,9
764,$PMCB PharmaCyte Biotech Reports Positive Interim Results in Malignant Ascites Mouse Model Study,2
8221,This startup says it uses open-source data from China to identify which technologies are most at risk of being stolen — and the people who might be tempted to steal them  https://t.co/2fhE02KTUr,9
12647,$DG - Dollar General announces retirement of CEO Todd Vasos  https://t.co/lptN98cERy,17
10753,TURKISH DEFENCE MINISTER SAYS AGREED TO ENSURE SAFETY OF ROUTES FOR GRAINS   SAYS WILL SIGN AGREEMENT NEXT WEEK,14
13315,"US President Biden meet with Palestinian President Mahmoud Abbas during his visit to the Middle East, and pledged to bring the Palestinians and Israelis sides together  https://t.co/FlXsnc9nx5  https://t.co/OciT3Mmrzz",16
12739,CICC investment banking head to take helm at broker Galaxy - sources  https://t.co/5rfo1ZSOtN  https://t.co/Tx08bHbObt,17
9349,Citigroup wins part of its appeal in a discrimination lawsuit brought by a former banker who was laid off after being called “old” at the age of 55  https://t.co/61D5EUrZsV,12
8632,"The man accused of gunning down 7 people at a Fourth of July parade in Highland Park confessed in detail to his alleged attack, a prosecutor says.  https://t.co/GULImjrutB",9
12917,Live news updates: A very British election begins  https://t.co/mGOTB3BSEa,16
16561,$MITO (-8.7% pre) STEALTH BIOTHERAPEUTICS ANNOUNCES RECEIPT OF NON-COMPLIANCE NOTICE FROM NASDAQ - SI   https://t.co/Tothf3c6GK,19
14127,$QCOM bracket order hit on the payday shares. Made great coin. Now I settle into the full swing position and in time if all goes well let it ride.,18
2412,"To meet their climate goals, Pepsi and Coke will have to help fix American recycling — a problem they helped create (via @climate)  https://t.co/xR8jRRWCZk",2
826,Missouri American Water to Replace Water Main Valves on Gene Field Road  https://t.co/UB1cq53ssl  https://t.co/x74ugbP5lG,2
7041,"$TXN - Texas Instruments may report Q2 results above expectations, UBS says  https://t.co/k8xmTlzqPp",7
12179,Asian stocks appear set for a cautious start Wednesday  https://t.co/tUpUzVds8z,15
15420,$MNRO - Monro: Still A Good Play In This Market.  https://t.co/DYI1jhM9y4 #trading #markets #investing,18
12124,"A nice reversal off the lows today, but still closed red. Flat is the new up.",15
282,Bank of New York Mellon UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/YiWxcKovLP  https://t.co/neCDy5Byg0,2
12432,Payroll Technology Firm Mercans Appoints Andre Voolaid to its Board  https://t.co/gknpVOH8Of  https://t.co/QqR7FLEdje,17
7001,"$NTRS - Northern Trust Q2 earnings reflect NII growth, sequential decline in AUC/A  https://t.co/xff67roUPJ",7
16005,"$FAST (46.97, -3.02, -6.0%): Fastenal beats by $0.01, reports revs in-line",19
11617,"Poland, the EU's top coal producer, is scrambling to fill a potential deficit of the fuel ahead of winter  https://t.co/qxqMM7QzDG",14
10366,"Farmers in India, the world’s second-biggest rice grower, have planted the crop on 12.85 million hectares of land as of July 15, a decline from 15.55 million a year earlier  https://t.co/f1zROFTNQn",14
15807,"@SunriseTrader its looking ready for liftoff, as @SirBradford mentioned, it goes ex dividend tmrw so dont be shocked by close to 1.50 lower",18
4619,"CSB Bancorp, Inc. Reports Second Quarter Earnings  https://t.co/fD8uLG4eof  https://t.co/943DPIkc3C",5
2307,Netflix cautioned it may have lost another 2 million subscribers over the second quarter  Here's what you need to know 👇  https://t.co/UBRohz0W2N,2
15620,$GBL - Tracking Mario Gabelli's Gabelli Funds 13F Portfolio - Q1 2022 Update.  https://t.co/AKhyUpJVFF #finance #trading #stocks,18
5045,"$PNFP $PNFPP - Pinnacle Financial Partners, Inc. (PNFP) CEO Terry Turner on Q2 2022 Results - Earnings Call Transcript.  https://t.co/llSodWFme5 #trading #finance #markets",5
5444,$PBR - Petrobras to cut gasoline wholesale prices starting July 20  https://t.co/43gttRp1CO,6
5347,$COMDX: Energy Settlement Prices  https://t.co/6VOaWn639G,6
16488,"$ALZN (+7.5% pre) Alzamend Neuro Receives Positive Pre-IND Response from FDA for AL001 Treatment of Bipolar Disorder, Major Depressive Disorder and Post-Traumatic Stress Disorder - SI   https://t.co/syyXuJ18Ll",19
9671,NerdWallet Completes Acquisition of On The Barrelhead  https://t.co/vbqjFV32jS  https://t.co/rJGFFYEZGe,13
1058,"Unison Releases Inaugural Diversity, Equity and Inclusion Report  https://t.co/vKRHW2R7M2  https://t.co/i5w8ibqzhP",2
5075,$HCA - HCA Healthcare Q2 Earnings Preview: Recent Stock Decline Is A Buying Opportunity.  https://t.co/4ICwSVM01Y #finance #stockmarket #investing,5
10032,"SCE CREDIT ACCESS SURVEY (June 2022)  The mortgage refinance application rate over the past twelve months dropped to 11 percent (among households with a mortgage), returning to its February 2020 level.   https://t.co/DyKpK965y3  https://t.co/AnKLnSSYoU",14
10232,US banks set for lending earnings boost as Fed lifts rates  https://t.co/2jv6KchxY5,14
4289,$SBR - Sabine Royalty Trust goes ex-dividend tomorrow  https://t.co/rPBO8QRxTK,4
5049,$VLO - Valero Energy: Go Long Before Earnings.  https://t.co/c8FTWsL2S4 #markets #stockmarket #trading,5
3196,TSMC Do Not Plan To Have Joint Venture Arrangement In US – RTRS,2
7722,When will Covid end?  https://t.co/hPbw7dhqZ0,9
12378,MariaDB Drafts Top Financial Talent Ahead of Becoming a Public Company  https://t.co/jOYZaRDUqN  https://t.co/L8Cb2cebJ9,17
6282,Yellen warns inflation in the U.S. is ‘unacceptably high’ - CNBC   https://t.co/fl3MShZfMb,1
5131,$PREKF $PSK:CA - PrairieSky Royalty Ltd. (PREKF) CEO Andrew Phillips on Q2 2022 Results - Earnings Call Transcript.  https://t.co/n5q61ZQ04q #stockmarket #finance #business,5
2018,SmartMetric Has Developed Powerful Energy Harvesting to Provide Additional Power Options to Its Powered Use Anywhere Biometric Credit Card  https://t.co/Y8hbPKl8sC  https://t.co/0nH9L0w97u,2
7462,It's not just you: Yelp reviewers are railing about shrinkflation  https://t.co/tcFVWjYBFY,9
11393,"China’s economy narrowly avoided contraction in the second quarter, prompting analysts to call for more fiscal and monetary stimulus  https://t.co/IpYMfw2mvT",14
16346,"NETFLIX SHARES TOUCH SESSION HIGH, LAST UP 1.6% AT $177.26",19
11994,Montréal Exchange is pleased to announce the launch of six new total return sector index futures!   For more details:  https://t.co/qNfd2ExctL  #totalreturnsectorindexfutures #financialmarkets @MtlExchange  https://t.co/j40cA9dkL4,15
9125,"UBER EQUITY ALERT: Rosen Law Firm Encourages Uber Technologies, Inc. Investors to Inquire About Securities Class Action Investigation – UBER  https://t.co/qOI6xIXPBX  https://t.co/xUKYpIBjjY",12
5220,"$LOOP - Loop Industries, Inc.'s (LOOP) CEO Daniel Solomita on Q1 2023 Results - Earnings Call Transcript.  https://t.co/hZoO8dGYPV #finance #trading #markets",5
14588,$AMD $NVDA ripping!,18
2561,"$WFG - West Fraser says no proposal from CVC, Kronospan  https://t.co/Y8kmWf9qIE",2
13891,$WIRES: On The Wires  https://t.co/95PNYl8DtE,18
12711,HSBC installs Communist party committee in China brokerage unit - FT  https://t.co/yq5jkagtiK  https://t.co/WUnqFZ9bd5,17
809,"Millennium Partners, L.P. UK Regulatory Announcement: Form 8.3 - Mediclinic International plc  https://t.co/29hb3B8Xyg  https://t.co/nnf766zb2z",2
15782,"Bitcoin’s cost of production has dropped from about $24,000 at the start of June to around $13,000 now, which may be seen as a negative for pricing, according to JPMorgan  https://t.co/Ud1VkS5ymI",18
2715,$ASDRF - Ascendant amends terms of earn-in agreement at its Lagoa Salgada project in Portugal  https://t.co/ntdxiRy4Am,2
12073,".@SPYJared examines markets opening lower in anticipation of earnings season, the early intraday sector action, Chinese stocks, $ARKK ETF components, and the U.S. dollar and euro.  https://t.co/YBSafYMJyJ",15
14089,@daveBer05277367 END of day only wouldn't want yesterday low to be lost.  Intraday if planning on a swing have to give it room.  Or you can be quick to raise your stop to no green to red and see what happens.  ATR (14) daily = 2.82 Trade your plan not my noise,18
82,AM Best Places Credit Ratings of Western Health Advantage Under Review With Developing Implications  https://t.co/Ga6r7bpkjG  https://t.co/DOaZpuRkYA,0
3956,"The euro could come under fresh pressure as soon as today, particularly if the latest US inflation data fuel expectations of a relatively more hawkish Fed  https://t.co/LFNwR4LF5L",8
2,"Piper Sandler downgrades DocuSign to sell, citing elevated risks amid CEO transition  https://t.co/1EmtywmYpr",0
4862,Waters Corporation Schedules Second Quarter 2022 Earnings Conference Call  https://t.co/EeOQvZ5i0C,5
11714,Explosives maker Incitec Pivot's CEO says no signs of U.S. recession  https://t.co/xyRMzV2m5w  https://t.co/1KoOT2ckhL,14
1893,Kelly-Moore Paints Makes the Leap to SugarCRM to Fuel Innovation and Business Transformation  https://t.co/FYt5z8Ufrf  https://t.co/q8HGVFFEAB,2
5715,"Sasol declared force majeure on the supply of petroleum products due to delays in deliveries of crude to a refinery it owns with TotalEnergies, leaving just a fraction of the country’s fuel-production capacity still operational  https://t.co/YW21BZnkxu",6
14682,🚨 Watchlist for July 11th 🚨  $MSFT $MU $META $TSLA $BA  https://t.co/GZfyZ6LWeQ,18
6334,ECB Insider: ‘Very Unlikely’ That We Will Do More Than 25Bps in July - Econostream   https://t.co/wvTBUpMrTy,1
5480,LIBYA IS PREPARING TO RESUME OIL EXPORTS WITHIN TWO DAYS - NOC,6
2962,CBA - CBA LAUNCHES INTERNATIONAL CURRENCY ESG TERM DEPOSITS AS INFLOWS TOP A$1.5 BLN   HAS RAISED OVER A$1.5 BILLION IN FUNDING THROUGH ITS ESG TERM DEPOSIT ESG TD PRODUCT,2
8508,Take cover and look for dividends  https://t.co/7IZdMIURsh,9
13592,Sri Lanka's Prime Minister and Acting President Wickremesinghe says he formed a committee that includes the police and military chief to de-escalate tensions in the bankrupt nation  https://t.co/GCOHpv35Ne,16
13778,"$TSLA strong breakout on volume from tight setup. Rejected 3 week descending trendline. See if it holds ~686-700 support area, for a possible 1 month W base.  https://t.co/IMqDnE7lsG",18
1071,Trigon Announces US$27.5 Million Silver Streaming Term Sheet with Sprott Streaming  https://t.co/obegbfibHZ  https://t.co/GHBYNvcuyH,2
5616,EU Set To Target 15% Cut In Gas Demand on Russian Supply Woes - BBG   https://t.co/VzfrrYWjw2,6
15356,$CLSK - CleanSpark: This Obscure Bitcoin Miner Could Go Either Way.  https://t.co/6FmeksKk0t #stockmarket #economy #trading,18
8467,"The euro keeps sinking, dire warning on energy crisis, and narrowing the field of UK PM contenders.   Here’s what you need to know today 🔽  https://t.co/cIsXdxslkD",9
15236,"$SMFR - Sema4 Holdings, Big Data For Precision Medicine Solutions.  https://t.co/nTG7MbLLdI #investing #business #stockmarket",18
10653,U.S. STATE DEPARTMENT: RUSSIAN FOREIGN MINISTER LAVROV'S COMMENTS DEMONSTRATE THAT RUSSIA IS MOVING TOWARD ANNEXATION THAT U.S. HAS WARNED ABOUT,14
2563,"$E $TTE $OXY - TotalEnergies, Eni, Occidental to develop Algeria oil fields  https://t.co/B3t0tdeDJ4",2
7271,Finland's Nordea posts profit above expectations  https://t.co/V138Apw4VX  https://t.co/2CrQq1qsVv,7
16317,"$GPS - Gap drops 3%, key person steps down  https://t.co/WV2EW8DwnY",19
8246,"An old golf course has been transformed into a climate-resilient public park, reviving creeks and turning fairways into habitat for wildlife (via @climate)  https://t.co/U8qe2KLQoA",9
7588,The technology used to make Covid-19 vaccines may also help fight a honeybee-killing pest  https://t.co/fXh2fCZRKq,9
15727,$MKC - McCormick: Still Sitting On The Sidelines.  https://t.co/bYXT3ANfFD #stockmarket #economy #business,18
1370,Intelly Launches an Innovative Real Estate Investment Platform on 20 July 2022  https://t.co/SzBElEgG9n  https://t.co/2hJWoNDgaQ,2
7677,Malaysia is giving foreign insurers until the end of 2023 to either reduce stakes in their local ventures or contribute to a charitable fund  https://t.co/0dQbIm5zrK,9
9530,Amazon and One Medical Sign an Agreement for Amazon to Acquire One Medical  https://t.co/mRTIeAWU9c,13
8738,Analysis: Banks' snubbing of junk-rated loan funds worsens financing logjam  https://t.co/zdrl0G3uGD  https://t.co/UdeFDfm4YN,9
8524,Merger arbitrage funds go hunting as corporate deals come under threat  https://t.co/WjKkPbQKjG,9
14277,$QQQ green this morning with yields down again while Commodity stocks seeing brunt of early selling,18
3005,RIVIAN AUTOMOTIVE PLANS TO CUT ABOUT 5% OF WORKFORCE - BBG,2
15080,$PD - PagerDuty: Undervalued With Roaring Enterprise Sales.  https://t.co/Qxsukmhd89 #stocks #stockmarket #trading,18
11633,Feel-good leisure spending reported by Citigroup and Wells Fargo is hard to square with worries about rising costs of living and the sharp declines in consumer expectations  https://t.co/QZIByDbRAt,14
8372,"The deep ocean contains the largest estimated deposits of minerals on the planet, potentially worth trillions of dollars (via @climate)  https://t.co/dUs6r2zf6w",9
